category,joined,brand,product,shade,shade_description,shade_description_original,img_url,discontinued,clean,bipoc-founded,skin_tones_1,skin_tones_2,undertones_1,finish_1,finish_2,finish_3,descriptor_1,descriptor_2,intensity_1,intensity_2,intensity_3,muted_1,muted_2,shimmer_1,shimmer_2,shimmer_3,adaptive
lipstick,pretty vulgar my lips are sealed liquid lipstick artful deception,pretty vulgar,my lips are sealed liquid lipstick,artful deception,gray mauve,grey mauve,https://www.sephora.com/productimages/sku/s1950120-main-zoom.jpg?imwidth=48,,,,,,,,,,,,,,,,,,,,
lipstick,r.e.m. beauty eclipse cheek & lip stick opening night,r.e.m. beauty,eclipse cheek & lip stick,opening night,mauve,true mauve,https://media.ulta.com/i/ulta/2595433_sm?w=1080&h=1080&fmt=auto,,,,,,,,,,true,,,,,,,,,,
lipstick,r.e.m. beauty on your collar matte lipstick tiramisu,r.e.m. beauty,on your collar matte lipstick,tiramisu,nude mauve,nude mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,rare beauty by selena gomez kind words matte lipstick fun,rare beauty by selena gomez,kind words matte lipstick,fun,mauve,neutral mauve,,,,TRUE,,,neutral,,,,,,,,,,,,,,
lipstick,rare beauty by selena gomez kind words matte lipstick humble,rare beauty by selena gomez,kind words matte lipstick,humble,rose mauve,rose mauve,,,,TRUE,,,,,,,,,,,,,,,,,
lipstick,rare beauty by selena gomez kind words matte lipstick worthy,rare beauty by selena gomez,kind words matte lipstick,worthy,mauve,muted mauve,,,,TRUE,,,,,,,,,,,,muted,,,,,
lipstick,rare beauty by selena gomez lip souffle matte cream lipstick confident,rare beauty by selena gomez,lip souffle matte cream lipstick,confident,rose mauve,rose mauve,https://www.sephora.com/productimages/sku/s2629400-av-5-zoom.jpg?imwidth=612,,,TRUE,,,,,,,,,,,,,,,,,
lipstick,rare beauty by selena gomez lip souffle matte cream lipstick courage,rare beauty by selena gomez,lip souffle matte cream lipstick,courage,nude mauve,nude mauve,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/xJTS2nQmDPn7m1uvUili/pub/Od6tZF2G8wtG4dwULmdp.webp,,,TRUE,,,,,,,,,,,,,,,,,
lipstick,rare beauty by selena gomez stay vulnerable glossy lip balm nearly mauve,rare beauty by selena gomez,stay vulnerable glossy lip balm,nearly mauve,mauve,soft mauve,,,,TRUE,,,,,,,,,soft,,,,,,,,
lipstick,rare beauty by selena gomez with gratitude dewy lip balm empathy,rare beauty by selena gomez,with gratitude dewy lip balm,empathy,rose mauve,rose mauve,,,,TRUE,,,,,,,,,,,,,,,,,
lipstick,rare beauty by selena gomez with gratitude dewy lip balm thankful,rare beauty by selena gomez,with gratitude dewy lip balm,thankful,nude mauve,nude mauve,,,,TRUE,,,,,,,,,,,,,,,,,
lipstick,revlon super lustrous lipstick 637 blushing nude,revlon,super lustrous lipstick,637 blushing nude,brown mauve,pearlized brown-mauve,"https://images.ulta.com/is/image/Ulta/2164996?id=7rFaR0&fmt=jpg&fit=constrain,1&wid=86&hei=361&op_sharpen=1&resMode=bilin",,,,,,,pearlized,,,,,,,,,,pearl,,,
lipstick,revlon super lustrous lipstick 760 desert escape,revlon,super lustrous lipstick,760 desert escape,mauve,creamy spiced mauve,https://target.scene7.com/is/image/Target/GUEST_f77d3a14-cbf0-400b-b618-5dc847c771ec?fmt=webp,,,,,,,creamy,,,spiced,,,,,,,,,,
lipstick,revlon super lustrous lipstick 764 on the mauve,revlon,super lustrous lipstick,764 on the mauve,violet mauve,creamy violet mauve,https://target.scene7.com/is/image/Target/GUEST_f77d3a14-cbf0-400b-b618-5dc847c771ec?fmt=webp,,,,,,,creamy,,,,,,,,,,,,,
lipstick,revlon ultra hd lip mousse hyper matte spice 825,revlon,ultra hd lip mousse hyper matte,spice 825,brown mauve,brown-mauve,"https://images.ulta.com/is/image/Ulta/2535093?id=D_maf2&fmt=jpg&fit=constrain,1&wid=86&hei=358&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipstick,revolution pro diamond lustre lipstick stealth,revolution pro,diamond lustre lipstick,stealth,mauve,wearable mauve,,,,,,,,,,,wearable,,,,,,,,,,
lipstick,rokael beauty refined gold velvet lip creme amen,rokael beauty,refined gold velvet lip creme,amen,mauve,earthy mauve,,,,,,,,,,,earthy,,,,,,,,,,
lipstick,rokael beauty refined gold velvet lip creme heroe,rokael beauty,refined gold velvet lip creme,heroe,mauve,toasted mauve,https://rokaelbeauty.com/cdn/shop/files/Heroe.png?v=1714010227&width=5000,,,,,,,,,,toasted,,,,,,,,,,
lipstick,rose inc lip cream longwearing matte liquid lipstick with squalane a glimpse,rose inc,lip cream longwearing matte liquid lipstick with squalane,a glimpse,mauve,cool mauve,,,TRUE,,,,cool,,,,,,,,,,,,,,
lipstick,rose inc satin lip color refillable hydrating lipstick intuitive,rose inc,satin lip color refillable hydrating lipstick,intuitive,mauve,deep mauve,,,TRUE,,,,,,,,,,deep,,,,,,,,
lipstick,sephora collection rouge lacquer lipstick 17 rise above,sephora collection,rouge lacquer lipstick,17 rise above,mauve,mauve,https://www.sephora.com/productimages/sku/s2066256-main-zoom.jpg?imwidth=48,,,,,,,,,,,,,,,,,,,,
lipstick,sephora collection rouge lacquer lipstick 31 reckless,sephora collection,rouge lacquer lipstick,31 reckless,mauve,mauve,https://www.sephora.com/productimages/sku/s2243400-main-zoom.jpg?imwidth=48,,,,,,,,,,,,,,,,,,,,
lipstick,shiseido colorgel lip balm 108 lotus,shiseido,colorgel lip balm,108 lotus,mauve,sheer mauve,,,,TRUE,,,,sheer,,,,,,,,,,,,,
lipstick,shiseido technosatin gel lipstick 404 data stream,shiseido,technosatin gel lipstick,404 data stream,rose mauve,rose mauve,,,,TRUE,,,,,,,,,,,,,,,,,
lipstick,sigma beauty infinity point lipstick new mod,sigma beauty,infinity point lipstick,new mod,nude mauve,iconic nude mauve,,,,,,,,,,,iconic,,,,,,,,,,
lipstick,sigma beauty infinity point lipstick temptation,sigma beauty,infinity point lipstick,temptation,mulberry mauve,dark mulberry mauve,https://www.sigmabeauty.com/cdn/shop/files/Infinity_Point_Lipstick_Deja_vu_00002.jpg?v=1683581806&width=1000,,,,,,,,,,,,dark,,,,,,,,
lipstick,sigma beauty lip cream new mod,sigma beauty,lip cream,new mod,nude mauve,nude mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,sigma beauty liquid lipstick new mod,sigma beauty,liquid lipstick,new mod,nude mauve,nude mauve,https://www.sigmabeauty.com/cdn/shop/products/Liquid_Lipstick_New_Mod_00001.jpg?v=1682458843&width=1000,,,,,,,,,,,,,,,,,,,,
lipstick,smashbox always on cream to matte lipstick promoted,smashbox,always on cream to matte lipstick,promoted,mauve,midtone mauve,https://www.sephora.com/productimages/sku/s2304186-main-zoom.jpg?imwidth=48,,,,,,,,,,,,midtone,,,,,,,,
lipstick,smashbox always on longwear matte liquid lipstick spoiler alert,smashbox,always on longwear matte liquid lipstick,spoiler alert,mauve,cool mauve,https://www.sephora.com/productimages/sku/s2037745-main-zoom.jpg?imwidth=1000,,,,,,cool,,,,,,,,,,,,,,
lipstick,smashbox be legendary liquid lip mauve squad,smashbox,be legendary liquid lip,mauve squad,mauve,metallic mauve,https://www.sephora.com/productimages/sku/s1899517-main-zoom.jpg?imwidth=48,,,,,,,metallic,,,,,,,,,,,,,
lipstick,smashbox be legendary prime & plush lipstick spoiler alert,smashbox,be legendary prime & plush lipstick,spoiler alert,mauve,cool mauve,https://www.sephora.com/productimages/sku/s2451532-main-zoom.jpg?imwidth=1000,,,,,,cool,,,,,,,,,,,,,,
lipstick,soshe beauty ceramide refillable lip silk speakeasy,soshe beauty,ceramide refillable lip silk,speakeasy,mauve,dusty mauve,https://soshebeauty.com/cdn/shop/products/SOSHE-PDP-PHOTO-SPEAKEASY-1.jpg?v=1699464062&width=713,,TRUE,TRUE,,,,,,,,,,,,dusty,,,,,
lipstick,spela cosmetics liquid lipstick spa day,spela cosmetics,liquid lipstick,spa day,mauve,neutral dusty mauve,https://www.spelacosmetics.com/cdn/shop/products/Swatch_SpaDay_1200x.jpg?v=1494285427,,,,,,neutral,,,,,,,,,dusty,,,,,
lipstick,stila stay all day liquid lipstick sheer azalea,stila,stay all day liquid lipstick,sheer azalea,mauve,sheer true mauve,https://www.stilacosmetics.com/cdn/shop/products/SADSheerAzalea-Swatch.jpg?v=1671625686&width=1500,,,,,,,sheer,,,true,,,,,,,,,,
lipstick,sunnies face fluffmatte mood,sunnies face,fluffmatte,mood,taupe mauve,taupe mauve,,,,TRUE,,,,,,,,,,,,,,,,,
lipstick,sunnies face lip dip posh,sunnies face,lip dip,posh,rose mauve,rose mauve,,,,TRUE,,,,,,,,,,,,,,,,,
lipstick,tarte maracuja juicy lip crème mauve,tarte,maracuja juicy lip crème,mauve,mauve,mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,tarte sugar rush - sugar coat velvet liquid lipstick cupcake,tarte,sugar rush - sugar coat velvet liquid lipstick,cupcake,mauve,mauve,"https://images.ulta.com/is/image/Ulta/2540195?id=Kb9ad3&fmt=jpg&fit=constrain,1&wid=180&hei=360&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipstick,tarte tarteist creamy matte lip paint tbt,tarte,tarteist creamy matte lip paint,tbt,mauve,mauve,https://www.sephora.com/productimages/sku/s1777267-main-zoom.jpg?imwidth=1000,,,,,,,,,,,,,,,,,,,,
lipstick,tom ford lip color lipstick 68 sugar glider,tom ford,lip color lipstick,68 sugar glider,mauve,medium dark mauve,,,,,,,,,,,,,medium,dark,,,,,,,
lipstick,too faced melted matte liquid lipstick finesse,too faced,melted matte liquid lipstick,finesse,mauve,greyed mauve,https://www.sephora.com/productimages/sku/s2340529-main-zoom.jpg?imwidth=1000,,,,,,,,,,,,,,,grayed,,,,,
lipstick,too faced melted matte liquid lipstick granny panties,too faced,melted matte liquid lipstick,granny panties,mauve,matte vintage mauve,https://www.sephora.com/productimages/sku/s1928399-main-zoom.jpg?imwidth=1000,,,,,,,matte,,,vintage,,,,,vintage,,,,,
lipstick,too faced melted matte liquid lipstick poppin' corks,too faced,melted matte liquid lipstick,poppin' corks,mauve,dusty warm mauve,"https://images.ulta.com/is/image/Ulta/2564424?id=TfyaL2&fmt=jpg&fit=constrain,1&wid=79&hei=359&op_sharpen=1&resMode=bilin",,,,,,warm,,,,,,,,,dusty,,,,,
lipstick,too faced peach puff long-wearing diffused matte lip color day drinking,too faced,peach puff long-wearing diffused matte lip color,day drinking,rose mauve,soft rose mauve,,,,,,,,,,,,,soft,,,,,,,,
lipstick,ulta lasting color lip gloss stain monarchy,ulta,lasting color lip gloss stain,monarchy,mauve,medium mauve,"https://images.ulta.com/is/image/Ulta/2304144?id=juQa01&fmt=jpg&fit=constrain,1&wid=72&hei=358&op_sharpen=1&resMode=bilin",,,,,,,,,,,,medium,,,,,,,,
lipstick,ulta lasting color lip gloss stain regal,ulta,lasting color lip gloss stain,regal,nude mauve,dusty nude mauve,"https://images.ulta.com/is/image/Ulta/2535103?id=ye7bt1&fmt=jpg&fit=constrain,1&wid=76&hei=360&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,dusty,,,,,
lipstick,ulta radiant shine lipstick straight a's,ulta,radiant shine lipstick,straight a's,nude mauve,nude mauve,"https://images.ulta.com/is/image/Ulta/2562335?id=ZAfbP1&fmt=jpg&fit=constrain,1&wid=62&hei=359&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipstick,ulta velvet matte lip crayon wilderness,ulta,velvet matte lip crayon,wilderness,mauve,muted mauve,"https://images.ulta.com/is/image/Ulta/2545069?id=suQaM0&fmt=jpg&fit=constrain,1&wid=92&hei=359&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,muted,,,,,
lipstick,ultra violette bejewelled sheen screen spf 50 hydrating lip balm smoothie,ultra violette,bejewelled sheen screen spf 50 hydrating lip balm,smoothie,mauve,mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,ultra violette sheen screen spf50 hydrating lip balm rose,ultra violette,sheen screen spf50 hydrating lip balm,rose,mauve,tinted dusty mauve,https://static.thcdn.com/productimg/960/960/13323809-1664908327245316.jpg,,,,,,,tint,,,,,,,,dusty,,,,,
lipstick,urban decay vice hydrating lipstick hideaway,urban decay,vice hydrating lipstick,hideaway,nude mauve,deep nude mauve,,,,,,,,,,,,,deep,,,,,,,,
lipstick,urban decay vice hydrating lipstick manic,urban decay,vice hydrating lipstick,manic,wine mauve,soft wine mauve,,,,,,,,,,,,,soft,,,,,,,,
lipstick,vasanti cosmetics matte crush lipstick pencil its your mauve,vasanti cosmetics,matte crush lipstick pencil,its your mauve,rose mauve,rose mauve,,,,TRUE,,,,,,,,,,,,,,,,,
lipstick,victoria beckham beauty posh lipstick pose,victoria beckham beauty,posh lipstick,pose,mauve,a midtone mauve pairs well with lip definer in 02,,,,,,,,,,,,,midtone,,,,,,,,
lipstick,winky lux matte lip velour lipstick meow,winky lux,matte lip velour lipstick,meow,mauve,neutral mauve,"https://images.ulta.com/is/image/Ulta/2526407?id=F6Aaj0&fmt=jpg&fit=constrain,1&wid=95&hei=360&op_sharpen=1&resMode=bilin",,,,,,neutral,,,,,,,,,,,,,,
lipstick,wonderskin wonder blading lip stain masque bella,wonderskin,wonder blading lip stain masque,bella,mauve,mauve,https://wonderskin.com/cdn/shop/files/BellaLS_Badge_480x.jpg?v=1702472193,,,,,,,,,,,,,,,,,,,,
lipstick,wyn beauty mvp: most versatile pigment multifunction lip & cheek color go,wyn beauty,mvp: most versatile pigment multifunction lip & cheek color,go,mauve,muted mauve,,,,,,,,,,,,,,,,muted,,,,,
lipstick,wyn beauty say everything max intensity featherweight lipstick speak,wyn beauty,say everything max intensity featherweight lipstick,speak,mauve,mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,xx revolution xxude satin liquid lipstick nostalgia,xx revolution,xxude satin liquid lipstick,nostalgia,blue mauve,light mauve (blue undertone),,,,,,,blue,,,,,,light,,,,,,,,
lipstick,yves saint laurent rouge volupte shine lipstick balm 86 mauve cuir,yves saint laurent,rouge volupte shine lipstick balm,86 mauve cuir,spice mauve,spice mauve,https://www.sephora.com/productimages/sku/s2178309-main-zoom.jpg?imwidth=1000,,,,,,,,,,,,,,,,,,,,
lipstick,yves saint laurent tatouage couture liquid matte lip stain 26 neutral underground,yves saint laurent,tatouage couture liquid matte lip stain,26 neutral underground,mauve,cool mauve,https://www.sephora.com/productimages/sku/s1969492-main-zoom.jpg?imwidth=1000,,,,,,cool,,,,,,,,,,,,,,
lipstick,zoeva pure velours lip faint of heart,zoeva,pure velours lip,faint of heart,nude mauve,nude mauve,"https://images.ulta.com/is/image/Ulta/2553935?id=LiQa53&fmt=jpg&fit=constrain,1&wid=139&hei=360&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipgloss,100% pure fruit pigmented lip gloss mauvely,100% pure,fruit pigmented lip gloss,mauvely,rose mauve,neutral rosy mauve,,,TRUE,,,,neutral,,,,,,,,,,,,,,
lipgloss,about-face light lock lip gloss angel on fire,about-face,light lock lip gloss,angel on fire,mauve,iced mauve,,,TRUE,,,,,,,,iced,,,,,,,,,,
lipgloss,artist couture diamond lip tease lip gloss le freak,artist couture,diamond lip tease lip gloss,le freak,mauve,mauve with magenta and gold pearls,https://www.sephora.com/productimages/sku/s2195923-main-zoom.jpg?imwidth=1224,,TRUE,TRUE,,,,pearl,,,,,,,,,,,,,
lipgloss,au naturale high lustre lip gloss cashmere,au naturale,high lustre lip gloss,cashmere,mauve,muted mauve,,,,,,,,,,,,,,,,muted,,,,,
lipgloss,bareminerals gen nude buttercream lip gloss flirt,bareminerals,gen nude buttercream lip gloss,flirt,mauve,deep mauve,"https://images.ulta.com/is/image/Ulta/2303706sm?$md$&id=1goaZ3&fmt=jpg&fit=constrain,1&wid=260&hei=209&op_sharpen=1&resMode=bilin",,,,,,,,,,,,deep,,,,,,,,
lipgloss,bareminerals gen nude buttercream lip gloss heartbreaker,bareminerals,gen nude buttercream lip gloss,heartbreaker,rose mauve,rosy mauve w/ gold pearl,"https://images.ulta.com/is/image/Ulta/2303705sm?$md$&id=mqGaR2&fmt=jpg&fit=constrain,1&wid=260&hei=209&op_sharpen=1&resMode=bilin",,,,,,,pearl,,,,,,,,,,,,,
lipgloss,bareminerals gen nude buttercream lip gloss sugar,bareminerals,gen nude buttercream lip gloss,sugar,mauve,soft blushing mauve,"https://images.ulta.com/is/image/Ulta/2303704?id=ZU5aK2&fmt=jpg&fit=constrain,1&wid=65&hei=357&op_sharpen=1&resMode=bilin",,,,,,,,,,blushing,,soft,,,,,,,,
lipgloss,bareminerals gen nude buttercream lipgloss flirt,bareminerals,gen nude buttercream lipgloss,flirt,mauve,deep mauve,https://www.sephora.com/productimages/sku/s1845726-main-zoom.jpg?imwidth=1224,,,,,,,,,,,,deep,,,,,,,,
lipgloss,bareminerals gen nude buttercream lipgloss heartbreaker,bareminerals,gen nude buttercream lipgloss,heartbreaker,rose mauve,rosy mauve w/ gold pearl,https://www.sephora.com/productimages/sku/s1845718-main-zoom.jpg?imwidth=1224,,,,,,,pearl,,,,,,,,,,,,,
lipgloss,bareminerals gen nude buttercream lipgloss sugar,bareminerals,gen nude buttercream lipgloss,sugar,mauve,soft blushing mauve,https://www.sephora.com/productimages/sku/s1845700-main-zoom.jpg?imwidth=1224,,,,,,,,,,blushing,,soft,,,,,,,,
lipgloss,bareminerals gen nude patent lip lacquer beautimus,bareminerals,gen nude patent lip lacquer,beautimus,mauve,soft dusty mauve,"https://images.ulta.com/is/image/Ulta/2521613_prod_altimg_2?id=boran3&fmt=jpg&fit=constrain,1&wid=260&hei=260&op_sharpen=1&resMode=bilin",,,,,,,,,,,,soft,,,dusty,,,,,
lipgloss,bareminerals gen nude patent lip lacquer everything,bareminerals,gen nude patent lip lacquer,everything,mauve,muted mauve,"https://images.ulta.com/is/image/Ulta/2521614?id=4wxaE0&fmt=jpg&fit=constrain,1&wid=54&hei=358&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,muted,,,,,
lipgloss,bareminerals gen nude patent lip lacquer major,bareminerals,gen nude patent lip lacquer,major,mauve,light blushing mauve,"https://images.ulta.com/is/image/Ulta/2521612?id=hIha50&fmt=jpg&fit=constrain,1&wid=54&hei=358&op_sharpen=1&resMode=bilin",,,,,,,,,,blushing,,light,,,,,,,,
lipgloss,bareminerals gen nude patent lip lacquer pout,bareminerals,gen nude patent lip lacquer,pout,rose mauve,neutral rosy mauve,"https://images.ulta.com/is/image/Ulta/2521609?id=cSqae2&fmt=jpg&fit=constrain,1&wid=54&hei=358&op_sharpen=1&resMode=bilin",,,,,,neutral,,,,,,,,,,,,,,
lipgloss,bareminerals mineralist lip gloss balm heart,bareminerals,mineralist lip gloss balm,heart,pink mauve,pink mauve,,,,,,,,,,,,,,,,,,,,,
lipgloss,bareminerals mineralist lip gloss balm love,bareminerals,mineralist lip gloss balm,love,mauve,true mauve,https://www.sephora.com/productimages/sku/s2409902-main-zoom.jpg?imwidth=1000,,,,,,,,,,true,,,,,,,,,,
lipgloss,beautycounter beyond gloss magnolia shimmer,beautycounter,beyond gloss,magnolia shimmer,mauve,mauve with silver shimmer,,,TRUE,,,,,shimmer,,,,,,,,,,silver shimmer,,,
lipgloss,bellapierre cosmetics glitz it up babe,bellapierre cosmetics,glitz it up,babe,mauve,mauve with magenta and green microglitters,,,,,,,,glitter,,,,,,,,,,magenta and green microglitters,,,
lipgloss,buxom full-on plumping lip cream dolly,buxom,full-on plumping lip cream,dolly,mauve,true mauve,"https://images.ulta.com/is/image/Ulta/2299250?id=S3FaJ0&fmt=jpg&fit=constrain,1&wid=143&hei=360&op_sharpen=1&resMode=bilin",,,,,,,,,,true,,,,,,,,,,
lipgloss,buxom full-on plumping lip matte dolly,buxom,full-on plumping lip matte,dolly,mauve,universal mauve,,,,,universal,,,,,,,,,,,,,,,,
lipgloss,buxom full-on plumping lip polish clair,buxom,full-on plumping lip polish,clair,pink mauve,pinky mauve w/ golden shimmer,"https://images.ulta.com/is/image/Ulta/2299138?id=J_DaL0&fmt=jpg&fit=constrain,1&wid=143&hei=360&op_sharpen=1&resMode=bilin",,,,,,,shimmer,,,,,,,,,,golden shimmer,,,
lipgloss,buxom full-on plumping lip polish dolly,buxom,full-on plumping lip polish,dolly,mauve,true mauve shimmer,"https://images.ulta.com/is/image/Ulta/2562697_prod_altimg_4?id=1JPa_2&fmt=jpg&fit=constrain,1&wid=233&hei=360&op_sharpen=1&resMode=bilin",,,,,,,shimmer,,,true,,,,,,,,,,
lipgloss,buxom full-on plumping lip polish vanessa,buxom,full-on plumping lip polish,vanessa,plum mauve,rich plum mauve w/ golden shimmer,"https://images.ulta.com/is/image/Ulta/2299211?id=XTza-1&fmt=jpg&fit=constrain,1&wid=143&hei=360&op_sharpen=1&resMode=bilin",,,,,,,shimmer,,,,,rich,,,,,golden shimmer,,,
lipgloss,buxom full-on plumping lip polish victoria,buxom,full-on plumping lip polish,victoria,pink mauve,pink mauve w/ gold shimmer,"https://images.ulta.com/is/image/Ulta/2299213?id=d2laX3&fmt=jpg&fit=constrain,1&wid=143&hei=360&op_sharpen=1&resMode=bilin",,,,,,,shimmer,,,,,,,,,,gold shimmer,,,
lipgloss,buxom plump shot collagen-infused lip serum plumper dolly babe,buxom,plump shot collagen-infused lip serum plumper,dolly babe,mauve,sheer mauve,,,,,,,,sheer,,,,,,,,,,,,,
lipgloss,buxom vibe island full-on plumping lip cream dolly daiquiri,buxom,vibe island full-on plumping lip cream,dolly daiquiri,mauve,soft mauve,"https://images.ulta.com/is/image/Ulta/2578460?id=Ey9bn0&fmt=jpg&fit=constrain,1&wid=142&hei=359&op_sharpen=1&resMode=bilin",,,,,,,,,,,,soft,,,,,,,,
lipgloss,colorescience sunforgettable lip shine spf 35 rose,colorescience,sunforgettable lip shine spf 35,rose,mauve,"a beautiful mauve, with a subtle shimmer suitable for any occasion",,,,,,,,shimmer,,,,,,,,,,subtle shimmer,,,
lipgloss,danessa myricks beauty colorfix glaze cupcake,danessa myricks beauty,colorfix glaze,cupcake,mauve,soft mauve,https://danessamyricksbeauty.com/cdn/shop/products/CF-NUDEGLAZES-CUPCAKE-1200_ecd7471e-632a-463d-90a8-426ec546c6a9_1200x.jpg?v=1691160323,,,TRUE,,,,,,,,,soft,,,,,,,,
lipgloss,dior addict lip maximizer plumping gloss 026 intense mauve,dior,addict lip maximizer plumping gloss,026 intense mauve,mauve,a bold mauve,,,,,,,,,,,,,bold,,,,,,,,
lipgloss,e.l.f. cosmetics glossy lip stain power mauves,e.l.f. cosmetics,glossy lip stain,power mauves,mauve,mauve,,,,,,,,,,,,,,,,,,,,,
lipgloss,em cosmetics true gloss ash rose,em cosmetics,true gloss,ash rose,mauve,sheer cool mauve,,,,TRUE,,,cool,sheer,,,,,,,,,,,,,
lipgloss,fenty beauty by rihanna gloss bomb cream color drip lip cream mauve wive$,fenty beauty by rihanna,gloss bomb cream color drip lip cream,mauve wive$,rose mauve,rosy mauve,https://www.sephora.com/productimages/sku/s2399293-main-zoom.jpg?imwidth=1000,,,TRUE,,,,,,,,,,,,,,,,,
lipgloss,frankie rose cosmetics lip gloss exotic,frankie rose cosmetics,lip gloss,exotic,mauve,mauve sheen,,,,,,,,,,,,,,,,,,,,,
lipgloss,grande cosmetics grandelips hydrating lip plumper gloss sunbaked sedona,grande cosmetics,grandelips hydrating lip plumper gloss,sunbaked sedona,brown mauve,brown mauve,https://www.sephora.com/productimages/sku/s1900521-main-zoom.jpg?imwidth=1000,,,,,,,,,,,,,,,,,,,,
lipgloss,haus labs by lady gaga le riot lip gloss mic-drop,haus labs by lady gaga,le riot lip gloss,mic-drop,mauve,mauve,,,,,,,,,,,,,,,,,,,,,
lipgloss,hourglass unreal high shine voluminizing lip gloss dusk,hourglass,unreal high shine voluminizing lip gloss,dusk,mauve,deep mauve,,,,,,,,,,,,,deep,,,,,,,,
lipgloss,ilia balmy gloss tinted lip oil linger,ilia,balmy gloss tinted lip oil,linger,berry mauve,berry mauve,https://www.sephora.com/productimages/sku/s2354116-main-zoom.jpg?imwidth=1000,,,,,,,,,,,,,,,,,,,,
lipgloss,jeffree star cosmetics supreme gloss improper,jeffree star cosmetics,supreme gloss,improper,mauve,dark mauve with a glossy finish,,,,,,,,glossy,,,,,dark,,,,,,,,
lipgloss,jeffree star cosmetics supreme gloss please forgive me,jeffree star cosmetics,supreme gloss,please forgive me,pink mauve,pink mauve with a glossy finish,,,,,,,,glossy,,,,,,,,,,,,,
lipgloss,jeffree star cosmetics the gloss wizard's glass,jeffree star cosmetics,the gloss,wizard's glass,mauve,"sheer mauve with purple and blue reflects, duochrome finish",,,,,,,,sheer,duo chrome,reflects,,,,,,,,,,,
lipgloss,jouer cosmetics high pigment lip gloss madison,jouer cosmetics,high pigment lip gloss,madison,mauve,cool deep dusty mauve,,,,,,,cool,,,,,,deep,,,dusty,,,,,
lipgloss,kaja heart melter lip gloss stick 03 crazy 4u,kaja,heart melter lip gloss stick,03 crazy 4u,rose mauve,soft rosy mauve,https://www.sephora.com/productimages/sku/s2185882-main-zoom.jpg?imwidth=1224,,,TRUE,,,,,,,,,soft,,,,,,,,
lipgloss,kaleidos untamed glow glossy lip glaze last smoke,kaleidos,untamed glow glossy lip glaze,last smoke,mauve,"cool-toned smokey, grungy mauve",https://www.kaleidosmakeup.com/cdn/shop/files/08_a1ef457b-8457-41c6-b262-cc85f5b43ea9_704x704.jpg?v=1692148213,,,,,,cool-toned,,,,,,,,,smokey,grungy,,,,
lipgloss,kylie cosmetics high gloss mauve mode,kylie cosmetics,high gloss,mauve mode,mauve,mauve,,,,,,,,,,,,,,,,,,,,,
lipgloss,kylie cosmetics lip shine lacquer 341 a whole lewk,kylie cosmetics,lip shine lacquer,341 a whole lewk,berry mauve,berry mauve,,,,,,,,,,,,,,,,,,,,,
lipgloss,kylie cosmetics lip shine lacquer dinner at mine,kylie cosmetics,lip shine lacquer,dinner at mine,pink mauve,pink mauve,,,,,,,,,,,,,,,,,,,,,
lipgloss,kylie cosmetics lip shine lacquer everything and more,kylie cosmetics,lip shine lacquer,everything and more,raspberry mauve,raspberry mauve,,,,,,,,,,,,,,,,,,,,,
lipgloss,l'oréal glow paradise lip balm-in-gloss rose harmony,l'oréal,glow paradise lip balm-in-gloss,rose harmony,brown mauve,muted brown mauve,,,,,,,,,,,,,,,,muted,,,,,
lipgloss,lancôme l'absolu lacquer longwear lip gloss 306 infra-rose,lancôme,l'absolu lacquer longwear lip gloss,306 infra-rose,mauve,mauve,"https://images.ulta.com/is/image/Ulta/2525412?id=cUoaA3&fmt=jpg&fit=constrain,1&wid=184&hei=359&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipgloss,lancôme l'absolu lacquer longwear lip gloss 308 let me shine,lancôme,l'absolu lacquer longwear lip gloss,308 let me shine,mauve,mauve pearl,"https://images.ulta.com/is/image/Ulta/2525411?id=YobaG3&fmt=jpg&fit=constrain,1&wid=184&hei=359&op_sharpen=1&resMode=bilin",,,,,,,pearl,,,,,,,,,,,,,
lipgloss,lancôme l'absolu lacquer longwear lip gloss 356 rose fugace,lancôme,l'absolu lacquer longwear lip gloss,356 rose fugace,berry mauve,berry mauve,"https://images.ulta.com/is/image/Ulta/2525414?id=eWoaq1&fmt=jpg&fit=constrain,1&wid=184&hei=359&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipgloss,lawless forget the filler lip plumper line smoothing gloss velvet,lawless,forget the filler lip plumper line smoothing gloss,velvet,plum rose mauve,rosy mauve with plummy undertones,,,TRUE,,,,plum,,,,,,,,,,,,,,
