profile_id,region,shade,skin_tone,undertone,lip_pigmentation,lip_condition,hedonic_scale,preference
P001,Jawa Barat,Caramel,Light,Olive,Dark / Hyperpigmented,Dry,5,Color: Coral | Intensity: Natural | Finish: Satin | Mood: Soft | Occasion: Everyday
P514,Kalimantan Timur,Plum,Medium,Warm,Dark / Hyperpigmented,Chapped,7,Color: Brown | Intensity: Bold | Finish: Satin | Mood: Fun | Occasion: Date
P515,Banten,Plum,Light,Neutral,Light,Dry,4,Color: Red | Intensity: Bold | Finish: Matte | Mood: Bold | Occasion: Special occasion
P516,DI Yogyakarta,Plum,Medium,Warm,Light,Dry,5,Color: Nude | Intensity: Natural | Finish: Glossy | Mood: Elegant | Occasion: Campus / Work
P517,Kalimantan Timur,Plum,Medium,Warm,Dark / Hyperpigmented,Normal,7,Color: Mauve | Intensity: Natural | Finish: Glossy | Mood: Bold | Occasion: Everyday
P518,Jawa Tengah,Plum,Tan,Warm,Medium,Normal,6,Color: Berry | Intensity: Natural | Finish: Matte | Mood: Bold | Occasion: Date
P519,Bali,Plum,Light,Neutral,Light,Normal,4,Color: Coral | Intensity: Natural | Finish: Satin | Mood: Bold | Occasion: Everyday
P520,Sumatera Utara,Plum,Light,Warm,Light,Dry,2,Color: Pink | Intensity: Bold | Finish: Matte | Mood: Fresh | Occasion: Party
P521,Bali,Roast Pink,Medium,Cool,Light,Dry,5,Color: Red | Intensity: Medium | Finish: Glowy | Mood: Fun | Occasion: Date
P522,Sulawesi Selatan,Roast Pink,Deep,Cool,Dark / Hyperpigmented,Normal,7,Color: Pink | Intensity: Medium | Finish: Satin | Mood: Soft | Occasion: Party
P523,Jawa Barat,Roast Pink,Medium,Olive,Light,Normal,7,Color: Coral | Intensity: Natural | Finish: Glossy | Mood: Energetic | Occasion: Everyday
P524,Jawa Barat,Roast Pink,Medium,Neutral,Light,Normal,6,Color: Red | Intensity: Medium | Finish: Satin | Mood: Bold | Occasion: Everyday
P525,Sulawesi Selatan,Roast Pink,Light,Warm,Light,Normal,8,Color: Berry | Intensity: Bold | Finish: Glowy | Mood: Bold | Occasion: Everyday
P526,DI Yogyakarta,Roast Pink,Medium,Olive,Dark / Hyperpigmented,Normal,6,Color: Terracotta | Intensity: Natural | Finish: Matte | Mood: Fresh | Occasion: Date
P527,Jawa Tengah,Roast Pink,Medium,Cool,Medium,Normal,6,Color: Terracotta | Intensity: Bold | Finish: Glossy | Mood: Bold | Occasion: Date
P528,Banten,Roast Pink,Fair,Warm,Light,Dry,5,Color: Pink | Intensity: Natural | Finish: Glowy | Mood: Elegant | Occasion: Special occasion
P529,Bali,Roast Pink,Fair,Olive,Two-Toned,Chapped,8,Color: Nude | Intensity: Medium | Finish: Matte | Mood: Fun | Occasion: Everyday
P530,Banten,Roast Pink,Deep,Cool,Two-Toned,Normal,4,Color: Mauve | Intensity: Natural | Finish: Matte | Mood: Fresh | Occasion: Campus / Work
P531,Jawa Timur,Roast Pink,Light,Warm,Medium,Chapped,5,Color: Pink | Intensity: Medium | Finish: Matte | Mood: Energetic | Occasion: Party
P532,Bali,Roast Pink,Medium,Warm,Dark / Hyperpigmented,Dry,8,Color: Coral | Intensity: Natural | Finish: Glowy | Mood: Soft | Occasion: Date
P533,DI Yogyakarta,Roast Pink,Light,Warm,Two-Toned,Normal,4,Color: Red | Intensity: Medium | Finish: Matte | Mood: Energetic | Occasion: Party
P534,Bali,Roast Pink,Light,Neutral,Dark / Hyperpigmented,Normal,5,Color: Brown | Intensity: Medium | Finish: Matte | Mood: Soft | Occasion: Everyday
P535,Jawa Barat,Roast Pink,Fair,Olive,Medium,Normal,8,Color: Terracotta | Intensity: Bold | Finish: Satin | Mood: Elegant | Occasion: Everyday
P536,DI Yogyakarta,Roast Pink,Medium,Neutral,Light,Normal,5,Color: Terracotta | Intensity: Bold | Finish: Glowy | Mood: Elegant | Occasion: Campus / Work
P537,Bali,Roast Pink,Medium,Warm,Light,Normal,7,Color: Pink | Intensity: Medium | Finish: Matte | Mood: Elegant | Occasion: Special occasion
P538,Sulawesi Selatan,Roast Pink,Light,Warm,Light,Chapped,5,Color: Red | Intensity: Natural | Finish: Glowy | Mood: Soft | Occasion: Campus / Work
P539,Jawa Tengah,Roast Pink,Deep,Warm,Two-Toned,Textured / Lines,6,Color: Red | Intensity: Natural | Finish: Glowy | Mood: Fresh | Occasion: Party
P540,Jawa Tengah,Roast Pink,Medium,Olive,Medium,Normal,8,Color: Coral | Intensity: Medium | Finish: Matte | Mood: Fresh | Occasion: Party
P541,Sulawesi Selatan,Milk Tea,Fair,Cool,Two-Toned,Normal,4,Color: Berry | Intensity: Medium | Finish: Glowy | Mood: Fresh | Occasion: Special occasion
P542,Kalimantan Timur,Milk Tea,Medium,Olive,Two-Toned,Textured / Lines,6,Color: Terracotta | Intensity: Natural | Finish: Glowy | Mood: Soft | Occasion: Campus / Work
P543,Kalimantan Timur,Milk Tea,Medium,Warm,Medium,Dry,6,Color: Pink | Intensity: Natural | Finish: Matte | Mood: Energetic | Occasion: Special occasion
P544,Sumatera Utara,Milk Tea,Light,Cool,Dark / Hyperpigmented,Normal,8,Color: Coral | Intensity: Medium | Finish: Glowy | Mood: Elegant | Occasion: Special occasion
P545,Bali,Milk Tea,Light,Warm,Light,Normal,6,Color: Red | Intensity: Medium | Finish: Glowy | Mood: Soft | Occasion: Special occasion
P546,Kalimantan Timur,Milk Tea,Tan,Warm,Medium,Normal,7,Color: Nude | Intensity: Medium | Finish: Glossy | Mood: Bold | Occasion: Campus / Work
P547,DKI Jakarta,Milk Tea,Medium,Warm,Medium,Normal,5,Color: Coral | Intensity: Medium | Finish: Matte | Mood: Energetic | Occasion: Date
P548,Banten,Milk Tea,Light,Neutral,Light,Normal,7,Color: Mauve | Intensity: Bold | Finish: Matte | Mood: Soft | Occasion: Campus / Work
P549,Banten,Milk Tea,Deep,Warm,Dark / Hyperpigmented,Normal,5,Color: Berry | Intensity: Medium | Finish: Glowy | Mood: Elegant | Occasion: Everyday
P550,Jawa Tengah,Milk Tea,Light,Neutral,Two-Toned,Textured / Lines,3,Color: Brown | Intensity: Medium | Finish: Glowy | Mood: Elegant | Occasion: Date
P551,DKI Jakarta,Milk Tea,Medium,Warm,Medium,Normal,7,Color: Red | Intensity: Natural | Finish: Glossy | Mood: Bold | Occasion: Special occasion
P552,DI Yogyakarta,Milk Tea,Medium,Warm,Light,Textured / Lines,6,Color: Nude | Intensity: Natural | Finish: Satin | Mood: Soft | Occasion: Everyday
P553,Jawa Tengah,Milk Tea,Light,Warm,Light,Normal,4,Color: Mauve | Intensity: Natural | Finish: Glossy | Mood: Bold | Occasion: Campus / Work
P554,Banten,Milk Tea,Tan,Warm,Two-Toned,Dry,8,Color: Mauve | Intensity: Bold | Finish: Glowy | Mood: Bold | Occasion: Everyday
P555,DKI Jakarta,Milk Tea,Medium,Neutral,Medium,Normal,4,Color: Berry | Intensity: Medium | Finish: Glowy | Mood: Soft | Occasion: Party
P556,Kalimantan Timur,Milk Tea,Tan,Olive,Dark / Hyperpigmented,Dry,6,Color: Berry | Intensity: Medium | Finish: Satin | Mood: Energetic | Occasion: Everyday
P557,Banten,Milk Tea,Light,Warm,Medium,Normal,8,Color: Terracotta | Intensity: Natural | Finish: Satin | Mood: Elegant | Occasion: Campus / Work
P558,Jawa Tengah,Milk Tea,Light,Neutral,Light,Normal,2,Color: Brown | Intensity: Medium | Finish: Glowy | Mood: Elegant | Occasion: Everyday
P559,DKI Jakarta,Milk Tea,Medium,Neutral,Medium,Dry,6,Color: Red | Intensity: Bold | Finish: Satin | Mood: Elegant | Occasion: Everyday
P560,Jawa Tengah,Milk Tea,Medium,Neutral,Light,Chapped,3,Color: Coral | Intensity: Bold | Finish: Glossy | Mood: Fun | Occasion: Party
P561,Sumatera Utara,Ruby Red,Light,Warm,Light,Chapped,6,Color: Coral | Intensity: Natural | Finish: Glowy | Mood: Energetic | Occasion: Special occasion
P562,Kalimantan Timur,Ruby Red,Fair,Warm,Medium,Normal,4,Color: Pink | Intensity: Natural | Finish: Glossy | Mood: Elegant | Occasion: Special occasion
P563,Kalimantan Timur,Ruby Red,Light,Warm,Dark / Hyperpigmented,Textured / Lines,4,Color: Coral | Intensity: Bold | Finish: Matte | Mood: Fun | Occasion: Everyday
P564,Sumatera Utara,Ruby Red,Light,Neutral,Dark / Hyperpigmented,Chapped,3,Color: Berry | Intensity: Medium | Finish: Glossy | Mood: Bold | Occasion: Date
P565,Jawa Tengah,Ruby Red,Light,Neutral,Dark / Hyperpigmented,Normal,5,Color: Brown | Intensity: Natural | Finish: Glowy | Mood: Bold | Occasion: Date
P566,Jawa Timur,Ruby Red,Light,Olive,Dark / Hyperpigmented,Textured / Lines,5,Color: Mauve | Intensity: Medium | Finish: Glossy | Mood: Fun | Occasion: Party
P567,DI Yogyakarta,Ruby Red,Medium,Neutral,Light,Dry,8,Color: Brown | Intensity: Medium | Finish: Satin | Mood: Bold | Occasion: Special occasion
P568,Bali,Ruby Red,Medium,Warm,Dark / Hyperpigmented,Dry,7,Color: Coral | Intensity: Natural | Finish: Satin | Mood: Energetic | Occasion: Everyday
P569,Bali,Ruby Red,Light,Neutral,Dark / Hyperpigmented,Normal,4,Color: Coral | Intensity: Bold | Finish: Satin | Mood: Bold | Occasion: Date
P570,Jawa Barat,Ruby Red,Medium,Cool,Medium,Textured / Lines,6,Color: Berry | Intensity: Natural | Finish: Glossy | Mood: Fun | Occasion: Date
P571,Sumatera Utara,Ruby Red,Medium,Cool,Two-Toned,Dry,7,Color: Coral | Intensity: Medium | Finish: Matte | Mood: Fun | Occasion: Everyday
P572,Kalimantan Timur,Ruby Red,Medium,Neutral,Medium,Chapped,5,Color: Pink | Intensity: Medium | Finish: Satin | Mood: Elegant | Occasion: Everyday
P573,DI Yogyakarta,Ruby Red,Light,Olive,Dark / Hyperpigmented,Dry,4,Color: Coral | Intensity: Medium | Finish: Matte | Mood: Soft | Occasion: Campus / Work
P574,Jawa Tengah,Ruby Red,Medium,Cool,Two-Toned,Dry,4,Color: Terracotta | Intensity: Bold | Finish: Glowy | Mood: Soft | Occasion: Date
P575,Jawa Timur,Ruby Red,Medium,Neutral,Medium,Normal,5,Color: Mauve | Intensity: Medium | Finish: Satin | Mood: Energetic | Occasion: Everyday
P576,DKI Jakarta,Ruby Red,Medium,Warm,Dark / Hyperpigmented,Textured / Lines,4,Color: Coral | Intensity: Natural | Finish: Satin | Mood: Elegant | Occasion: Campus / Work
P577,Bali,Ruby Red,Medium,Neutral,Medium,Textured / Lines,5,Color: Red | Intensity: Bold | Finish: Glowy | Mood: Bold | Occasion: Party
P578,DI Yogyakarta,Ruby Red,Fair,Cool,Dark / Hyperpigmented,Chapped,6,Color: Mauve | Intensity: Medium | Finish: Matte | Mood: Fresh | Occasion: Special occasion
P579,Jawa Tengah,Ruby Red,Medium,Warm,Light,Chapped,5,Color: Nude | Intensity: Medium | Finish: Satin | Mood: Fresh | Occasion: Everyday
P580,Jawa Tengah,Ruby Red,Light,Warm,Medium,Chapped,7,Color: Berry | Intensity: Medium | Finish: Satin | Mood: Fresh | Occasion: Party
P581,Sulawesi Selatan,Orange Blaze,Light,Cool,Medium,Chapped,7,Color: Coral | Intensity: Natural | Finish: Matte | Mood: Fresh | Occasion: Date
P582,Banten,Orange Blaze,Tan,Warm,Dark / Hyperpigmented,Normal,3,Color: Berry | Intensity: Medium | Finish: Satin | Mood: Energetic | Occasion: Party
P583,Sumatera Utara,Orange Blaze,Light,Warm,Medium,Normal,6,Color: Red | Intensity: Medium | Finish: Matte | Mood: Soft | Occasion: Campus / Work
P584,Jawa Timur,Orange Blaze,Medium,Warm,Light,Chapped,5,Color: Nude | Intensity: Bold | Finish: Satin | Mood: Fresh | Occasion: Date
P585,DKI Jakarta,Orange Blaze,Medium,Warm,Light,Normal,3,Color: Coral | Intensity: Bold | Finish: Matte | Mood: Elegant | Occasion: Everyday
P586,Jawa Barat,Orange Blaze,Tan,Cool,Dark / Hyperpigmented,Dry,5,Color: Nude | Intensity: Bold | Finish: Matte | Mood: Fun | Occasion: Party
P587,DI Yogyakarta,Orange Blaze,Medium,Warm,Medium,Normal,4,Color: Coral | Intensity: Medium | Finish: Satin | Mood: Soft | Occasion: Everyday
P588,Banten,Orange Blaze,Light,Olive,Light,Dry,5,Color: Pink | Intensity: Bold | Finish: Glossy | Mood: Elegant | Occasion: Special occasion
P589,Jawa Timur,Orange Blaze,Medium,Neutral,Medium,Normal,4,Color: Pink | Intensity: Bold | Finish: Matte | Mood: Energetic | Occasion: Everyday
P590,Jawa Barat,Orange Blaze,Light,Warm,Light,Dry,5,Color: Brown | Intensity: Bold | Finish: Satin | Mood: Energetic | Occasion: Special occasion
P591,Jawa Tengah,Orange Blaze,Medium,Olive,Medium,Normal,4,Color: Terracotta | Intensity: Medium | Finish: Satin | Mood: Fresh | Occasion: Special occasion
P592,Bali,Orange Blaze,Fair,Olive,Medium,Normal,8,Color: Mauve | Intensity: Medium | Finish: Satin | Mood: Fresh | Occasion: Everyday
P593,Jawa Barat,Orange Blaze,Medium,Warm,Light,Textured / Lines,7,Color: Mauve | Intensity: Natural | Finish: Matte | Mood: Elegant | Occasion: Everyday
P594,Jawa Barat,Orange Blaze,Light,Neutral,Dark / Hyperpigmented,Dry,4,Color: Brown | Intensity: Medium | Finish: Glossy | Mood: Energetic | Occasion: Party
P595,DKI Jakarta,Orange Blaze,Medium,Neutral,Two-Toned,Normal,5,Color: Red | Intensity: Natural | Finish: Glossy | Mood: Energetic | Occasion: Date
P596,DI Yogyakarta,Orange Blaze,Light,Olive,Dark / Hyperpigmented,Chapped,6,Color: Pink | Intensity: Natural | Finish: Matte | Mood: Soft | Occasion: Campus / Work
P597,Sumatera Utara,Orange Blaze,Medium,Neutral,Medium,Normal,4,Color: Mauve | Intensity: Bold | Finish: Glossy | Mood: Bold | Occasion: Everyday
P598,Sumatera Utara,Orange Blaze,Medium,Warm,Medium,Textured / Lines,7,Color: Red | Intensity: Natural | Finish: Glowy | Mood: Fun | Occasion: Party
P599,Banten,Orange Blaze,Light,Neutral,Two-Toned,Normal,5,Color: Mauve | Intensity: Medium | Finish: Satin | Mood: Fresh | Occasion: Campus / Work
P600,DKI Jakarta,Orange Blaze,Fair,Warm,Light,Dry,6,Color: Pink | Intensity: Medium | Finish: Glowy | Mood: Elegant | Occasion: Party
